text	readability
                                                         Stadt X 04.1.2012 Sehr geherteDamen und Herren , ich suche eine Wohnung, mit drei Zimmer und eine Kleine Balkon. Auch suche ich dazu eine Garage. Herzliche Grüße Tobias Müller	3
Hallo Ingo Ich habe eine Arbeit in Neuburg gefunden. Ich muss gehen und Ich muss ein Wohnung suche. Ich möchte 3 schlafzimmer, 1 Kucher, 1 Bad, Wohnzimmer, 1 Balkon und ein Größe Kille. Kannst du bitte ein Wohnungssuche? Vielen Dank für dein Hilfe. Viele Größe Maria	4
                                            Deutschland/Stadt X 22.03.2012 Liebe Dana, ich bin Gluklich, das du mir den Brief geschrieben hast und freue mich sehr, das du der Prüfung bestanden hast. Das ist schonwen man Verwandte im Ausland hat, ich habe auch Verwandte im Ausland, die Stadt liegt in Russland und heißt Stadt Y. Es ist eine schone Stadt, die viel Sehenzwürdichkeiten hat. Am Winter kann man auch ein Schiffsfart machen. Ich wünsche mir einen kleinen Geschenk aus Istanbul, was du am besten findest. Nach deiner Rückkehr würde ich dich bei die zu Hause besuchen. Ich wünsche dir die drei Wochen bei deinem Onkel und deiner Tante noch interesanten als früher. Ich warte dich sehr. Viele Grüße Eva	2
Meiner Meinung nach es ist, dass Jedes Land ihre traditionen behalten muss. Es ist wichtig, dass Jeder ihre Traditionen zeigen kann. Ich glaube, dass wenn Jemand ins Ausland geht, dann kann man die Traditionen immer noch machen und zeigen. Aber ich finde es wichtig, dass die Personen ihre Traditionen nicht lassen müssen aber ich finde auch gut, wenn eine Person in ander Land geht, dann die Traditionen von diesem Land Respektiere sowie übungen. In Jedem Land muss man die Traditionen realizieren, damit jede Einwohner nicht die Traditionen behalten. Ich glaube, dass jedes Land mit Traditionen, Kultur und so weiter ein schönes Land ist. Deshalb ist es wichtig immer was wir haben zu demostrieren. In meinem Land haben wir viel Traditionen zB. Wir müssen 56 kg Laufen um einer Ort zu besuchen, in diesem Ort die Leuten gehen, weil wir ein Religiosische Engel da haben. Es gibt auch das Essen, ich glaube es ist eine Teil von einer Tradition oder eine Kultur. Wie die Leute anziehe, es ist auch Kultur, etc. Es ist meine Meinung auf die Frage warum muss man die Traditionen behalten? Ich denke es ist sehr wichtig in Jede Person.	0
Maria Müller 12-321 Stadt X Zentralplatz 123/4                              Stadt X, 7.07.2010. Computer-Spezialist Odenwaldstraße 5 53119 Bonn Sehr geehrte Damen und Herren. Sie suchen jemanden der IT Systemkaufman. Meine spezielle gund für diese Tatigkeit mochte ich im folgenden darlegen: Ich bin kompetent, interesse an elektronische und arbeitete bereits praktikant informatik in Polizei. Ich habe kurs OFICCE. Wahrend meiner tatigkeit erwarb.  pozdraviam serdezcne   Mit Froindlichen Grüßen Müller	1
Katharina Müller Zentralplatz 12 12345 Stadt X                                              22. März 2010 Computer-Spezialist Odenwaldstr. 5 53119 Bonn Bewerbung als Vertriebspraktikantin Ihre Anzeige vom 21.03.2010 in der Morgenpost. Sehr geehrte Damen und Herren, mit großem interesse habe ich Ihre Anzeige gelesen und bewerbe mich um eine Praktikantinstelle bei Ihnen. Es war schon immer mein größter Wunsch, in einer großen deutschen Firma tätig zu sein. Nach meinem Deutshkurs würde ich gerne die Zeit nutzen, um praktische Erfahrungen in Deutschland zu sammeln. Dabei möchte ich auch meine Deutschkenntnisse verbessern. Nach dem Schulabschluss habe ich in meiner Heimat eine Ausbildung als IT-Systemkauffrau absolviert. Ich habe 3 Jahre bei einer Firma in Südafrika als Betriebswirtschaftslehrin gearbeitet.  Ich arbeite gerne im Team, den die Zusammenarbeiten mit macht mir viel Spaß. Auserdem kann ich auch allerdings gut selbststandig Aufgaben bearbeiten. Ich spreche fließend Deutsh und Englisch. Eine Praktikum konnte ich Anfang April antreten. Über eine einladung würde ich mich sehr freuen.  Mit Freundlichen grüssen,  Anlagen: Lebenslauf, 2x Zeugnisse	1
"Mit dem Thema „Traditionen im Ausland - Heimatlandes oder Gastlandes?"" müssen wir direkt mehr oder weniger auseinandersetzen, weil Traditionen und Kultur ist fast für jeden wichtig.  Meiner Meinung, nach ist es sehr wichtig, während des Aufenthaltes im Ausland die Traditionen seines Heimatlandes fortzusetzen. Ich bin überzeugt, dass die Kultur des Heimatlandes gepflegt werden soll. Besonders wichtig erscheint mir das, dass wenn man Kinder hat, soll man auf jedem Fall zusammenfeiern und darum sich kümmern, dass die Kinder nicht vergessen, aus welchen Land sie kommen. Die Orientierung an der Kultur des Gastlandes hängt davon ab, nach welchen Land wir besuchen wollen. Das möchte ich noch besonders betonen, das ist kein Unterschied, ob nur besuchen oder in einem anderen Land leben möchten. Man muss die Regel des Gastlandes einfach akzeptieren. Das bedeutet, man ist höflich, man auf keine Fall nimanden verletzen möchte, man viel Respekt für anderen Kulturen hat.  Betracht man heutige WeltSituation soll man die Regeln beachten, weil die Leute heutzutage sehr empfindlich sind. Dafür lassen sich viele Beispiele nennen: welche Verhalten haben wir zu Religion, wie kann man sich anstendlich in einem Restaurant benehmen oder wie sind unsere politische Ansichten. Zum Schluß möchte ich noch mal sagen, dass es nicht sinnvoll ist, im Außland die Traditionen seines Heimatlandes zu pflegen. Wie habe ich schon eine mal betonen, man überlegen soll bzw. sich erkundigen soll, welche Regel in dem Gastlandes herrschen, um sie nich zu verbrechen"	0
"Ich bin der Meinung das man sollte sich an der Kultur des Gastlandes orentieren aber ohne vergessen die Heimatlandes Traditionen. Ich mag gerne meine Traditionen erzählen. Aber hier oder in andere Land man sollte sich integrieren und lernen über die anderen. Am Anfang ich hatte viele Problemen mit, zum Beispiel das Essen. Ich esse anders in mein Heimatlandes. Da wir essen immer frische Obst und Gemüse, frisches fleisch und immer für Frühstuck, Mitagessen und Essen frislne Saft, Hier nicht, am Anfang das war sehr Schwer aber jetzt ich finde lecker das Deutsche Essen am meisten Rottkohl mit Kartoffelpüree und Wurst. Das war nicht das einzige Problem. Ich hatte viele falschverstandigun weil die Art von die leute hier ist anders als die Leute von meiner Kultur. Manche Sachen die sind unhöflich für mich, sind für die Deutsche nicht. Und auch manche Sachen die nicht unhöflich für mich sind, sind nicht so für die Deutsche. Aber jetzt ich weiss viel mehr darüber. Ich hatte keine großes Problem, aber trotztdem man will nicht das die anderen unbequem sind.  Das ist nicht nur hier, ich war auch in Frankreich, Niederlanden, Schweitz und in anderen Südamerikanische Länder und es ist egal in welche Land man ist, man kann immer Sachen die nicht normale im Heimatland sind. Man muss nur lernen zu Vorurteilung nicht zu haben. Das ist das Schlimste.  ""Kein Mensch passt in einer Schuhblade"". Und das ist vollkomrechts. ich glaube hier in Deutschland die Leute haben so viel Kontakt mit ausländer, daß die kein große vorurteilung haben. Die sind nicht so geöffnet als die Leute in Südamerika aber die können ganz ruhig die Deutsche Kultur zeigen. Das ist etwas das den ganzen Wellt lernen sollt. Obwohl ich habe viel mehr Kontakt mit junge leute ich habe über Deutschland durch die alter leute gelernt. Ich glaube das obwohl es gibt unterschieden zwischen leute von alle länder die junge leute jedes mal ist mehr nah. Aber wenn man besucht andere land und will diese land wirklich kennenlernen den man muss mit die alte leute auch komunizeren und integrieren "	0
Lieber Jens,                               08.03.2012 Tut mir leid. Ich war krank, ich sehe deine e-mail jetzt. Viel Glück zu deine Baby. Wie viele kg ist geboren? Was ist des Babys Name? Wie geht es der Mutter und dem Babby? Ich warte daine antwort  Friedrich	4
Maria Müller Winkelsweg 11 1234 Stadt X Schweiz /AB AUPAIRSGLOBAL  Bahnhofstrasse 101 65185 Wiesbaden                                                         Stadt Y, den 21. Oktober 2011 Au-pair-Stelle in Deutschland. Sehr geehrte Damen und Herren, ich habe Ihre Anzeige über Au-pair-Stelle gelesen und interesse mich für eine Stelle in Deutschland. Aber ich habe noch einige Fragen dazu. Ich möchte wissen, ob ich mit den Kindern auf Deutsch sprechen muss. Manchmal wollen die Kinder eine andere Sprache lernen, und ich kann Französisch, Englisch und Deutsch sprechen. Ich wollte auch wissen, ob ich mich nur um die Kinder kümmern muss oder ich muss auch den Haushalt machen, wie kochen oder das Badezimmer, das Wohnzimmer und die Zimmer putzen. und die Wäsche waschen. Kann ich am Abend raus gehen oder muss ich zu Hause bleiben? Habe ich ein bisschen Freizeit oder muss ich immer mit der Familie zusammen bleiben? Ich möchte einige Aktivitäten unternehmen, aber ich weiss nicht, ob ich ein Tag frei in den Woche habe. Ich warte auf Ihre Antwort.  Mit freundlichen Grüssen. Maria Müller 	1
Sehr Liebe Daniela, ich möchte heute Abend ins Schwimmbad gehen. Willst du zusammen gehen? Wir treffen um 18 00 Uhr in der Stadt. Bitte nehm Wasser Brotchen, Wurst und Obst mit. Viele Grüße, Stefan	4
Reaktion auf eine Werbeanzeige Sehr geehrte „Aupairsglobal Team,  Ich habe Ihren Anzeige im Internet gelesen und ich interessiere mich über eine Stelle wie Aupairsmädchen in Berlin. Leider  habe ich habe nicht gut verstanden, ob ich güte Sprachkenntnisse haben muss? Und kann ich mich bewerben um eine Stelle ohne Sprache Zertifikat Ich würde sagen, dass ich kann fast alles verstehen., aber leider ich habe keine Dokumente, in die geschrieben ist, dass ich Deutsch sprechen kann. Gibt es eine Mündliche Prüfung, die ich machen muss bevor ich um eine Arbeitsstelle bewerben. Und auch ein paar Fragen. Was für Rechte und Pflichten bekomme ich, wenn ich fang an mit dieser Job? Habe ich auch Freizeit am Wochenende für mich? Oder ich muss immer mit die Kindern von diese Familie bin. Zum Beispiel wenn ich möchte mit Freunden am Samstag treffen, soll ich die Familie fragen, ob ich das machen kann? Was für Ferien Rechte bekomme ich? Was für Dokumente ich muss vorbereiten und haben von meinem Heimat. Kann ich mich bewerben ohne achtzehn Jahre zu sein. Ich entschuldige mich für alle Fragen, aber ich habe nichts über diese Thema in ihren Website gefunden. Ich biette um die Verständnis. Ich freue mich und hoffe, dass ich bald Antworten von ihr bekommen werde.  Dein Maria Meier                   den 07.10.2011 Bulgaria, Bahnhofsstraße Postzahl 4004 Faxnummer: 012/3456789 email: maria.meier@internet.de	1
Hallo Ingo! Wie geht es dir? Ich habe etwas nohes für dich. Ich habe eine Arbeit in Neuburg gefundet, und ich wais das du auch in Neuburg wohnst. Ich brauche deine hilfe weil ich nach Neuburg umzihen muss! Kannst du bitte ein Wohnung für mich finden? Ich brauche einen klein Wohnung im zentrum oder in der nehe von U-Bahn. Vilen dank. Maria	4
Lieber Ingo, Wie geht dir? Ich habe eine Arbeit in Neuburg gefunden. Ich brauch eine neue Wohnung. Ich muss bis zwei Monate neue Wohnung. Könnten Sie mir bitte helfen bei der Wohnungssuche? Herzliche Grüße Katharina	4
                                                 13.03.2012 Liebe Julia, Wie geht es dir? Mir geht es sehr gut und glücklich. Julia, Ich habe einen Wochenendausflug für Sommer Olimpic  nach London gekauft Leider, Ich Kann nicht fahren, weil ich in die Kirche arbeiten muss und kein Zeit habe. Möchtest du die Fahrkarte nach London? Und Ich bringe das zu Haus. Gebt es moglichkeit, verkehrsmittel zu Haus kommen? Wie weit das Haus vom Bus Haltstelle in der Bahnhofsstraße. Ich möchte am Samstag die Fahrkarte zu dir geben. Bitte antwort mir schnell, dein,  Tobias	3
                                      Stadt X, den 5.03.12 Liebe Dana, ich vermisse dich so sehr. Ich habe mich über deinen Brief sehr gefreut. Bestimmt besuche ich dich sofort nach deiner Rückkehr. Hertzlich Glückwunsch zur bestandenen Prüfung. Das ist aber Toll. Ich wusste das, weil du eine inteligente und aktive Schülerin bist. Ich habe auch viel über Istanbul gehört Daswegen will ich einmal diese Stadt besuchen. Stefan (unser Freund) hat mir einmal erzählt, dass es in der Türkei sehr gute Tabak gibt.  Vielleich könntest du eine kleine Packung mir mit bringen. Du weiß, dass meine Verwandten im Iran leben. Wenn ich in nächsten Sommer Zeit habe, besuche ich sie. Ich wünsch dir sehr gute Reise. Viele Grüße Michael	2
19.01.12 Sehr geheert Damen und Herren: Ich suche dringed große Wohnung mit Balkon, 3 bis 4 Zimmer weil ich habe zwei Kinder. Ich betzal die Miete bis 800 Euro warm Mit Freundlich Meier	3
"Die Traditionen seines Heimatlandes fortsetzen im Ausland? Oder Orientierung an der Kultur des Gastlandes? Das ist ein schwere Frage für mich, weil ich immer in meinem Heimatland lebte. Aber ich habe eine mongolische Freundin, die 6 oder 7 Jahr alt war, wenn sie und ihre Familie nach Ungarn kamen. Sie war noch sehr jung, und sie konnte sich schnell „zu Hause fühlen"".z.B. wenn wir in der Schule eine „Weihnachtenparty machten, kaufte sie auch etwas Kleinigkeit den anderen. Aber ihre Mutter und Vater waren ganz anders. Sie waren schon Erwachsene. Sie lernten und üben ihre eigene Traditionen in ihrem Heimatland. So sie übten auch in Ungarn diese Traditionen, und auch die budhische Religion. Ich bin der Meinung, wenn ich ins Ausland gehe, und ich wochne dort, übe ich meine Traditionen. Aber das bedeutet nicht, dass ich ein Außenseiter wäre. z.B. wenn ich in Brasilien wohnen hätte, ich, ginge immer auf dem Karneval von Rio. Manchmal sehe ich auf solche Menschen nicht mit gute Augen, die ihre Traditionen sehr wichtig halten, und sie üben überall und immer. Ich denke, dass sie ein bisschen fanatisch sind.  Und ich weiß, dass ich kein Recht habe, aber die erste Gedanken kann ich nicht regieren. Trotzdem sage ich: Toleranz ist sehr wichtig zwischen die Völkern und Menschen."	0
                                                          Stadt X, 13.3.2012 Lieber Michael, Die Silvesternacht hat mir leider kein Spaß gemacht, weil ich krank war. Was für ein Pech! Ich bin ganz nach dem Neujahr ins Bett gegangen. Deswegen ist mein Wunsch für das neue Jahr klar: mehr Gesundheit! Und natürlich viel Glück mit der Arbeit. Dein Brief hat aber mich so sehr gefreut! Es ist super, dass du schon fast fertig mit deiner Ausbildung bist. Lust, dich zu treffen? Natürlich habe ich Lust! Zur Zeit habe ich leider nicht viel Zeit für Freunde gehabt, wegen der Arbeit. Aber glücklicherweise habe ich jetzt mehr Zeit, ein bisschen mich zu unterhalten. Außerdem, Neustadt ist nicht weitweg von hier. Geht es dir, zum Beispiel nächsten Monat uns zu treffen? Es wäre echt toll. Bei meiner Arbeit geht es gar nicht gut. Ich finde sie doch langweilig, und ich will eigentlich sie andern, aber mal schauen. Schreib mir bald, und sag mir, ob du endlich mich nachsten Monat treffen kannst. Liebe Grüße Friedrich	2
                           13.03.12 Liebe Julia, Ich möchte eine hilfe von dich frgen. Ich habe eine Fahrkarte für einen Wochenendausflug gekauft. aber leider ich kann. nicht fahren, weil ich andere termin mit meinen Artz habe. So möchtest du mein Fahrkarte haben. Du kannst mit dem Zug fahren. weil ich Zug fahrkarte habe. Ich denke du hast frei am Wockenende. Wenn möchtest du haben, du kannst mich anrufen. Ich warte auf deine antwort. Vielen Dank. Sr. Maria	3
Maria Meier Müllergasse 1 12345 Stadt X Au-pair Agentur Schultz & Partner Regenstr. 101 90451 Nürnberg                                         Stadt X, den 08.09.11 Beschwerde Sehr geehrte Damen und Herren, nachdem ich hier in Sweden Ihre Anziege im internet gelesen hatte, meldete ich sofort ein vierteljahr bei einer Gastfamilie in Deutschland. Doch leider wurde ich Tag zu Tag großer enttauschung. Das Hauptprobleme war, meine Gastfamilie stamme sich von Bayern, und sie sprechen nur bayerisch. Ich könnte gar nicht verstanden. und die Kinder lasst mich nicht sich kümmern. Die Eltern haben meinen vertrag gekundigt. Ich habe doch nicht solche Situation erwartet. Die Schlimmste war, meiner Betreunng durch die Agentur entspricht in keiner weise vertragsbedingungen. Ich bin sehr ärgerlich und fordere einen Lösungsvorschlag von ihnen, ansonsten schalte ich meinen Anwalt ein. Mit freundlichen Grüßen Maria Meier	1
Hallo Julia meine Frau und Ich wollten nach Köln im ZuG in der nacht vahren wann 2.1.2011 bis 04.01.2011 Ich nehme besoche meine Tochter. Ich kanne nicht Fahren. Fragen Sie Ihre Julia. meine wollten ist gut ich Besoche Kerche und centrem. meine Hotel ist gut viel Gruße Danke	3
Maria Winkelmann Müllergasse 12 1234 Stadt X Au-pair-Agentur Schulz & Partner Regenstrasse. 101 90451 Nürnberg                                 Stadt Y, den 24. Sep 2011 Beshwerde Sehr geehrte Damen und Herren, Hiermit möchte ich über die Betreuung beschweren. Nachdem ich mit grossem Interesse Ihre Anzeige gelessen hatte, habe ich bei ihnen sofort angemeldet und zwar ich glucklich am Anfang war, aber alles verändern sie sich nur nach eine woche. Da im Ihren Anzeige, Beratung, Betreuung und super-guten Service entschprochen würde aber alle diese Entsprochungen war nicht von ort eingehalten würden.  Die Betreuung durch die Agentur hat mich verärgert weil es schlechter weiter geht letzte mal war ich dort bei Ihrer Firma und die Cheffin hat mir erklärt dass ich kann nicht den Vertrag unterbrechen.  Deshalb fordere ich mich 50 % des gezalten Betrages zurück. Mit freundlichen Grüssen  Maria Winkelmann	1
Liebe Ingo. Hilfst bitte, Ich suche neue Wohnung. Ich brauche, so wie dein Größe Wohnung, kannst du dein Vermiter Fragen?. Er hatt vielleich ein wohnung Frei in Gebäude. Danke, liebe Ingo. Du. Freundin, Katharina	4
Maria Bahnhofsstraße 123 12345 Stadt X.  Stadt Y Rundhaus Kleines Haus                                                                                        Stadt X, den 9. März 2012 Sehr geehert Damen und Herren, Ich möchte eine neue wohnung in Stadt Y  zentrum. Meine Eltren und ich wohnen zur zeit zwei monate in Stadt X Ich bin krankenpfleger von Beruf. Ich möchte drei zimmer wohnung Ich wollte Balkon und Garage. wie viele kostet die wohnung? gibt es eine Banhof nächten in der wohnung? wie hoch sind die umlagen und Nebenkostet? Mit freundlichen Grüße Maria Meier	3
Lieber Ingo Wie geht es dir? Ich habe eine Arbeite in Neuburg gefunden und brauche eine Wohnung da. Könntest du mir helfen? Ich möchte eine Wohnung c.a. 65 m². Mit Freundlich Grüßen Maria	4
WINKELMANN EVA ZENTRALPLATZ 12 54321 STADT X-STADTTEIL INTERNATIONALE AU-PAIR VERMITTLUNG BAHNHOFSTR. 101 65185 WIESBADEN                                  STADT X, DEN 19.04.2011 -INFORMATIONEN ÜBER INTERNATIONALER AU-PAIRS NACH DEUTSCHLAND Sehr geehrte Damen und Herren, mit großem Interesse habe ich Ihre Homepage gelesen; däfur interessiere ich mich sehr. Ich bin eine Italienische Frau die nach Deutschland gekommen ist, um Deutsch zu lernen. Ich bin auf Ihre Anzeige aufmerksam geworden, weil ich ein Au-pair Mädchen sein wollte. Aus diesem Grund habe ich ein Paar Fragen: ist eine perfekte Deutsche Kenntnisse notwendig oder nicht? Soll ich eine Prüfung über meine Deutsche Kenntnisse beschäftigt? Und welche Formalitäten darf ich machen vor dem Abfahrt? Gibt es Gruppen-aktivitäten? Mit diese Erfahrung würde ich gerne meine Sprache zu verbessern sowie neue Leute kennenzulernen. Ich freue mich auf ein Jahr als Au-pair. Ich danke Ihnen im Voraus für Ihre Aufmerksamkeit. Über eine baldige Antwort freue ich mich. Mit freundlichen Grüßen Eva Winkelmann	1
"Ich möchte gerne über das Thema „Traditionen aus meines Heimatlandes  im Ausland oder die Kultur des Landes, nehmen, wo ich wohne."" An erster Stelle würde ich sagen, dass es von der Heimat jeder Person. und Ausland abhängt. Ich erkläre das, weil ich auf die Kanarische Inseln Komme, und in diesem Fall ändert das Wetter sich alles. Wir haben Keine richtige Weihnachten, weil wir eine regelmäßige Temperatur von 20 Grad das ganze Jahr haben, also bin ich am Strand im Winter. Nach dieser Erklärung nehme ich an, dass, wenn man im Ausland ist, sollte die Traditionen vom Ausland gelernt werden. man muss nicht unbedingt alle Traditionen lernen aber es ist eine der besten Weisen um die Integration im Land zu schaffen. Andererseits muss ich sagen, dass man die Taditionen von unserem Land nicht vergessen werden müssen, da sie die Stamm unserer Erziehung sind. Das wäre, wie wir unsere Eltern oder Großeltern vergessen würden Bis jetzt habe ich zwei entgegensetze Meinungen gegeben, Warum das? Weil meine Absicht nicht extrem ist, also denke ich, dass die richtige Lösung eine Mischung zwischen beide Erklärungen ist. Man muss die Kultur und Traditionen vom Ausland kennen und lernen aber niemals unsere Traditionen vergessen. Am Ende möchte ich gerne auch sagen, dass, wenn man in Deutschland ist, ist einfacher für jemand, die von Europa kommt als ein andere, die von Afrika zum Beispiel kommt, aber die neue Traditionen müssen gelernt werden und die alte nicht vergessen werden."	0
Müller Michael Bahnhofsstraße 12 1234 Stadt X                                    2011.07.08 Au-pair Agentur Schultz & Partner Regenstr. 101 90451 Nürnberg Beswerden über die Betreung. Sehr geehrte Damen und Herren, Als ich Ihre Anzeige über meine Gastfamilie angesehen, habe mich Sofort gefreuen die familie zu Sehen. Aber nach meine Ankunft ist mir Schön Klar dass die familie nicht So nett, die waren nicht frohlich und es gab immer Streiht. im hause. Ich habe die Kinder geschenke geKauf um nett zu Sein und ich habe immen und immer vesuchen freuntlich mit dem Kinder anZuschließen, es war unmöglich. alles war Enttauschung im haus war immer laut Ohne ende, es war nicht was ich Erweitet habe Aus diese Grund find ich man muss erste Überlegen bevor reist und muss ich Sagen alle meine Erwartungen: war nicht als ich vorgestelte habe, ich möchte Antworte Zuruck. mit freundlichen Grüßen Michael Müller	1
Maria Meier 12-321 Stadt X Zentralplatz 12                                                                        Stadt X, 07.06.2010                                                                                        Computer Spezialist                                                                                        Odenwaldstraße 5                                                                                        55119 Bonn Bewerbung Sehr geherte Damen und Herren Ich habe Ihre Anzeige in Gazda Wyborcza  gelesen und möchte mich als Praktikantin bewerben. Ich habe eine Fachschule beendet. Meine IT-Kenntnise sind sehr gut.  Ich spreche gut Englisch und lerne jetzt Deutsch. Seit 5 Jahren arbeite ich als Kaufmann  in einem großen Buchhandlung und habe schon eine Erfahrung im Handel. Ich habe auch Führerschein und ein eigene Auto. Die Arbeit mit den Leuten gefällt mir sehr und habe immer guten Kontakt mit Kunden und Mitarbeiter. Die Leute, die mich kennen, sagen, dass ich verantwortungsvoll und offen bin  Ich möchte gern in einer großen Firma wie Computer-Spezialist arbeiten, meine IT-Kenntnisse Benuzen und Erfahrungen sammeln. Ich glaube, dass ich eine Möglichkeit mich persönlich vorstellen von Ihnen bekommt Mit freundlichen Grüße M M 	1
                               Stadt X                                den 22.3.2012 Liebe Dana, ich freu mich, dass du deine Prüfung bestanden hast und in Istanbul gefahren bist.  Ich möchte mit dir dort sein, aber ich kann nicht jezt, weil ich zu viel arbeiten. Mein Urlaub wird keine bald, nur den Sommer. Ich kenne nicht deine verwandten, aber sende Ihm viele Grüße... Du sagt mir, dass du für mich etwas kaufen kannst. Ich weiß nicht.  Ich warte auf dich. Wenn du zu Hause kommen, treffen wir uns. Schade, meine Verwandten leben mit mir, aber ich kann jeden Tag Ihre beschen. Viele Grüße Katharina	2
"Dieser Bericht richtet sich an allen ausländische Leuten, die sich um eine Stelle bei ""MfG„ bewerben wollen und er gibt Auskünfte über die Stadt und die Preise von Häusern. Prinzipiell ist Stadt X eine sehr schöne Stadt, wo besonders Kinder ihre Freude finden können, weil Stadt X reich an Spielplätze und Wiesen sind. Auch Erwachsene können sich jedoch gut unterhalten, denn Vereine sind hier überall Verbraitet, und besonders Einzelpersonen können hier viele Kontakte knüpfen und, wenn jemand Glück hat, vielleicht auch die Leibe finden. Von wichtigen Bedeutung ist, dass in dieser Stadt alle immer bereit sind, dem anderen zu helfen, wenn er in Not ist. Was Wohnungsmarkt betrefft, sind die Preise hier sehr teuer wenn man nicht genau weißt, wo man suchen sollte. Aus diesem Grund gibt es in Stadt X ein zuständiger Amt,  wo man fragen und herausfinden kann, was am bestens für jeder passt. Dieser Amt heißt ""Ein Haus, ein Leben„ und befindet sich in Winkelsweg 19. Es lohnt sich aber immer mehr, ein Haus zu kaufen, statt eines zu mieten. Es"	0
                                            Stadt X, 13.03.2012 Lieber Michael, vielen Dank für deine Wünsche. Ich wünsche dir auch alles Gute zum neuen Jahr. In der Silvesternacht sind meinen Mann und ich auf die Bahnhofstraße gegangen. Wir haben Musik gehört, getanzt und Wir uns das Feuerwerk in Stadt X am Fluss angesehen haben. Wir haben unsere Freude besucht. Ich habe eine gute Gescheck von meinem Mann bekommen. Wir haben im Indian-Restaurant gegessen. Wir hätten eine schöne Silvesternacht. Alles gehts gut bei meiner Arbeit. Ich arbeite als Software Engineer. Jetze haben wir eine neue Technology. Ich lerne die. Jeden Tag bekomme ich viel arbeit. Ich brauche viel zeit, weil der Job neu für mich ist. Obwohl ich viel arbeit habe, interresiere ich mich viel lernen. Mein Team ist nett und freundlich. Ich habe Zeit im Frühjahr. Wir können uns treffen. Wann könnten wir treffen? Ich würde auch mit dir reden. Ich freue mich auf einen Besuch. Viel Glück für ihre Ausbildung. Liebe Grüße Julia	2
                            28/02/2012 Liebe Silke, Ich habe gelessen deine brief Viel Dancke Für das brief. Ich war gut meine Familier auch sehr gut. Ich Früch mich Für anne geht in der Kindergarten Und Fruch mich Fur max geht gut in der Schuler Ich nichst Woche Ich habe mein Geburtstag Ich einladen wir Für 26/03/2012 Ich bisüche Wir nechst Woche Liebe Grüß STEFAN	2
                                      Stadt X 12-3-2012 Liebe Julia,         wie geht´s dir? Ich möchte für zwei tage nach Stadt Y fahren. Ich habe eine Katz. Ich kann die nicht mitnehmen. Deshalb möchte ich deine hilft von 17 marz bis 20 marz. Vielen danke  deine  Katharina	3
"Ich hab mit grossem Interesse auf einem Internetforum das Thema ""Ist es sinnvoll auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich and der Kultur des Gastlandes orientieren?"" und will meine meinung dazu sagen. Ich denke, dass es wie jeden Thema Vorteile und Nachteile hat. General finde ich, dass man sich an die Traditionen des Land gehalten muss und respekt haben. Man muss sich an die Regeln verhalten. Man sieht es deutlich an folgenden Beispiel: Wenn mann auf China geht und in ein Temple sein voll wo es steht bitte nicht sprechen bleibt man einfach in ruoh. Wir würden auch nicht gerne, dass Zum Beispiel 2 Korean am Sonntag Morgen in unsere Kirche kommen , fange an zu sprechen und Photos zu machen. Ich bin der Meinung, dass es um Astahnd geht. Es gibt aber auch nachteile. Zum Beispiel in Turkey kann mann kein Fleisch am sonntag essen so gehst du in ein Resaurant willst du ein stück fleisch und sie sagen Nein. Aber ich denke, dass bevor, dass jemand in Ausland geht solt er sich Informieren und darüber gedanken mache was er kann und was er nicht kann im Gastland machen Wie ich schon Erklärt habe, ich bin der meinung, dass die jeweilige Person an der Kultur des Gastlander Orientieren muss."	0
Hallo Ich habe die Antworten für der Frage „Ist es sinnvoll, auch im Ausland die Traditionen  ...?“ und ich möchte meine Meinung mitteilen. Ich glaube, dass es gut und richtig ist, wenn man ihren Heimat lebt und kennt die Traditionen von ihren Volk. Wir leben in einem globalen Welt aber die Kulturen von Menschen musst unverletzt und ungemischt sein. Natürlich ist es wichtig den Kultur des Gastlandes kennen lernen aber Identität ist ein wertvolles Schatz. Man kann auch profitieren durch fremde Kulturen, zum Beispiel chinesische Speisen sind beliebt in vielen Land. In Australia ist das ungarische Wurst ein grosses Erfolg. Es ist kein Problem mit fremden Kultur zu leben in Ausland, natürlich es hängt davon ab, wie die Stimmung in dem Gastland ist. Manchmal gibt es Diskrimination aber im westlichen Welt die Leuten haben das Recht ihre Traditionen zu pflegen. Auserdem glaube ich, dass unser Welt ist, besser mit Fried und Solidarität für anderen Traditiönen. Es wirkt in der USA, die ein sehr bunte Bevölkerung hat. Man kann für Jobs amnelden ohne Problemen Natürlich ist es wichtig die Sprache des Gastland zu sprechen. Kommunikation spielt ein grossen Rolle im Leben	0
