text	readability
Liebe Silke, ich habe mich sehr gefreut, dass du mir wieder geschrieben hast.	2
wir bracke ein bikini und schampoo und ... dann bis später Libe Groß Stefan Tschüss.	4
Ich würde mich freuen wenn es eine Möglichkeit gäbe dieses Praktikum bei Ihnen zu machen Ich bin flexibel und arbeite sehr gern im Team sowie auch selbständig.	1
In Zentrum kann mann kleine wohnunger Mieten oder eine Wohnungsgemeinschaft austeilen.	0
Auch wünschen wir ein Balkon, der befindet sich im Hof., die Zimmer auf verschiedenen Seiten des Hauses.	3
schauen?	4
Ich muss  in Neuburg umziehen.	4
"Wenn wir nicht in unseren Heimatland leben, bedeutet es, dass wir einen Gastland „haben""."	0
Katharina Schmidt, Stadt X Zentralplatz 12, 123456 Traditionelle im Ausland Stadt X Winkelsweg 21 123456                                                Stadt X, den 01.11.2011 Sehr geehrte Damen und Herren, ich habe Ihre Internetseite gelesen.	0
Die Wohnungssituation in meinem Stadt ist völlig anders als z.	0
Ob wir Zusammengehörigkeit in Europas verbesern wollen, müssen wir alle unbedingt die Hauptschprachen Europas Englisch, Französisch und Deutsch lernen.	0
Das Essen des Hunds ist in der Garage.	3
Ich konnte mit dem Auto sie abholen und alles Sehenswürdikeiten von Istanbul zeigen.	2
Ich möchte besuchen deine familien, bitte ruf in der Nacht an.	4
Meine familie geht es ganz gut.	2
Dieser Kurs beinhaltet Deutsch, Englisch, EDV Zu meinen Stärken gehört Belastbarkeit und Teamfähigkeit, ich lerne gerne neues, und arbeite in Aufgabengebiet schnell ein meine Praktikum fängt in April an, ich muss 20 Stunden pro Woche arbeiten Wenn das Praktikum gut verlaüft, möchte ich mich bei Ihnen als Systemkauffrau lernen Ich hoffe mit meiner Bewerbung Ihr Interess geweckt zu haben.	1
Ich bin fröh, dass wir uns in bald mehr off können treffen.	4
"März 2010 Odenwaldstrasse 5 53119 Bonn Bewerbung aus Vertriebspraktikant Sehr geehrt Damen und Herren In Ihre Anzeiger in der Zeitschrift ""Perfekt Deutsch"", habe ich gelesen, dass Sie ein Vertriebspraktikant suchen."	1
Ich war mit meine Freundin in die Stadt Stat X und Es war sehr schön.	2
Es war schon immer mein größter Wunsch, in einer großen deutschen Firma tätig zu sein.	1
Ich bin die Meinung, dass man Ausländer und Einwohner bestimtes Landes für die Kultur, Traditionen bzw.	0
Ich brauche Diene Hilfe für mein Hund.	3
Ich wollte meine Tochter besuchen, aber jetzt kann ich nicht Wenn hast du Lust nach Dortmund fahren dann schenke ich dir meine Fahrkarte.	3
Vielen Gruße deine Freundin Katharina	4
Das war nicht gut und habe kein Zimmer.	1
BETREFF.	3
Waldi ist sehr ruhig und freundlich.	3
Ich hope ALLes clan.	4
Im Vergleich mit was ich erwartet hatte, war diese Erfahrung sehr Peinlich,  und hatte ich kein Erfolg.	1
Ich möchte hinfahre am 23.	3
Weil, Meine Mutter auch in Urlaub ist.	3
Liebe Ingo!	4
Stadt X, 04.01.2012 Sehr geehrte Damen und Herren, ich suche einen 41/2 Zimmer Wohnung ca 125 m², mit Balkon.	3
Auch gibt es andere Gründen, um Deutsch zu lernen.	0
Es ist aber zu betonen, Je mehr in einem fremden Land wohnt, desto mehr sich in der Kultur und Tradionen hineinversetz.	0
Ausserdem hätte ich gerne wissen wie es mit Freizeitaktivitäten aussehen konnte.	1
Ich wurde sehr fro, wenn ich als Computer-Spezialis arbeite.	1
Wichtig ist auch das Gebäude genaue anzuschauen.	0
Aber meine wohnung ist Klein und hatt auch keine Balkon.	3
Hoffentlich bis bald Katharina                       27.02.2012	2
Ruf mich an, wenn du was vor hast.	2
Ich wünsche Dich.	4
Aber Nützlichkeit ist nicht das einzige Kriterium für Fremdsprachenlernen.	0
Wie heißt ihre Baby namen?	4
In Ihrer Anzeige schreiben Sie, dass wir alle Infos und jede Hilfe die wir brauchen finden können.	1
Ich Früch mich Für anne geht in der Kindergarten Und Fruch mich Fur max geht gut in der Schuler Ich nichst Woche Ich habe mein Geburtstag Ich einladen wir Für 26/03/2012 Ich bisüche Wir nechst Woche Liebe Grüß STEFAN	2
Deshalb möchte ich etwa ein Drittel des Preise bekommen.	1
Auch meine Frau hat keine Zeit.	4
Ich habe schon ihres Homepage besucht und zwar habe ich noch ein paar Fragen: - Weil die Arbeit in Deutschland stattfinden, muss ich ein bestimtes Deutscherkentnis haben?	1
Als ich angerufen habe, Ihn das zu teilen war ich immer abgelegt.	1
Mein grösster Wunsch ist die islanbulischen Kleidung; ein Hemd, oder ein Rock.	2
Dann auch natürlich wie kann ich mich in der Sprache beim Aufenthal verbessern.	1
Wie wir alle wissen, Deutschesprache - schwere Sprache.	0
Mit freundlichen Grüße Katharina Winkelmann	1
Wir leben in einer multikulturelen Welt.	0
Und der Hund auch.	3
Vielleicht treffen wir uns am nächsten Wochenende?	2
Als ich Ihre Werbeanzeige gelesen habe, hat ich mich sehr gefreut.	1
Die Wohnung muss bis 100m² sein.	3
Ich spreche Englisch Spanisch aber ich spreche wenig Deutsch.	1
in istanbul sie besucht seinen Onkel und seine tante, die schon seit 10 Jahren hier Leben.	2
Ich möchte sich fragen, wenn ich nach Deutschland als Au-Pair Madchen fahren würde, welche Rechte und Pflichte würde ich haben?	1
Ich brauche einbißchen Information über die Au-pair-Rechte und Pflichten.	1
Maria Winkelmann                                          03.10.2011 Stadt X Müllergasse  1234 / Bahnhofstr.	1
Der Wohnungsmarkt in Stadt X Sehr geehrte zukünftige Kolleginen und Kollege, ich möchte hiermit über den Wohnungsmarkt in meiner Stadt Stadt X zu informieren.	0
Vielleicht hast du Lust um dise schöne Stadt zu besuchen?	3
Maria geht schon in der Schule und Michael ist jetzt in der elften Klasse.	2
Wie denkst du?	3
Es kommt noch darauf an, eine Familie oder eine Einzelpersone eine Wohnung oder ein Haus sucht.	0
Ich würde mich sehr freuen für schnelle Antwort.	1
Sie mussen immer formell bleiben um ihre Respekt zu zeigen.	0
Flexibilität, Kommunikationsfähigkeit, Teamfähigkeit.	1
Wir suchen für jeden Mitarbeiter eine beste Möglichkeit, Sie sollen uns lediglich am Ende sagen, was Ihnen am Herze liegt.	0
Du bringst eine Cola, und nicht meher, worum da gibt alles.	4
Oder ruf mir an.	3
Hallo liebe Katharina.	4
Aber gibt es anderes.	0
                                       Stadt X, den 27.02.11 Liebe Silke!	2
ich habe in Neuburg neue Arbeit gefunden und ich suche Größe Wohnung.	4
Um diese neuen Einkaufszenter hat man zusätzlich etwas bessere Lebensqualität, denn die Wohnhäuser haben etwas mehr Platz zwischen einander.	0
In Vergleich zu Stadt Y, zum Beispiel, mangelt es in Stadt X nicht an freich Wohnungen.	0
Ich bin hilfsbereit, sehr gründlich und sorgfältig.	1
Am anfang man muss mehrere informationen über die Familie geben und sehen ob sie eine nette und verständnisse Familie sind.	1
Die Situation führt dazu, dass die Einheimischen die Menschen nicht sympathisch finden und willen mit ihnen kein Kontakt knüpfen.	0
Ich kann auch Englisch und Fransözisch sprechen, aber die sind in der Nordwestschweiz nicht nicht nützlich.	0
Dann sind wir in die Stadt in Stadt X gefahren.	2
Ich vermese dich Hast du ein Arbeit gevunden Oder noch nicht?	4
Ich besuche meine Schwester.	2
Aber es ist auch nicht gut die Traditionen und Kultur seinen Eltern voll zu vergessen.	0
Wie wäre es mit dem Essen in einem chinesischen Resturant?	2
Ich hat eine plan in die nächsten monat in Dubai Fahren.	3
Deutschland ist der Land Europas, wo es mehr Industrie gibt, vor allem Chemieindustrie, aber auch Maschinenbauindustrie und Informationindustrie sind hier sehr wichtig.	0
Zum Glück habe ich die Arbeit in Neuburg gewonen.	4
Dazu habe ich eine EDV-Zertifikate.	1
Darum ist, nach meiner Meinung, unmöglich ein Einwanderer, ein Ausländer seine Kultur komplett zu vergessen und eine neue zu akzeptieren.	0
Für Menschen, die ein ruhiges Leben erhalten wollen, die auch bereits sind, mehr Geld auszugeben, Orten wie Stadtteil Z wurde empfehlen.	0
Stefan Müller	3
Ich bin sehr kontaktfreudig, flexibel, zuverlessig und selbstbewusst.	1
Wenn  jemand eine Wohnung oder eine Haus mieten möchte, ist die Situation hier  unterschiedlich.	0
Wenn ich wöllte Deutsch lernen, könnte ich nicht.	1
Außerdem kann man auch viele deutsche Freunden haben, wenn man die Sprache gut kennen lernt.	0
Ich hope du bist sehr gut auch.	4
Die letzte Woche habe ich eine tolle Arbeit in Neuburg gefunden.	4
Stefan Schmidt	3
Ich würde auch mit dir reden.	2
Maria, du hast viele Erfahrung mit den Hunden, weil du einen Hund  hatest.	3
Darüber hinaus haben wir etwas Freizeitaktivität, weil ich z.B Sport treiben möchte.	1
Eine Wohnzimer, eine Schlafzimmer und eine Kuche, Badewanne und Toilette und eine Keler, mit große Terasse, aber kleine Garten.	3
Liebern        Müller	4
Wie hoch ist die Miete?	3
Viele Gruße Eva	2
Jedoch möchte ich noch klarstellen, dass man sich allererst mit den drei, schon oben erwähnten Hauptsprachen, beschäftigen soll.	0
                                               Stadt X, den 28.02.12 Liebe Dana, Herzliche Glückwunsch zur bestandenen Prüfung, ich freue mich für dich.	2
Viele Grüße, deiner Michael	4
Mit freundlichen Grüßen Eva Meier	1
Es ist schön, wenn man zum Beispiel im Ostern früh aufsteht und Eier im Garten sucht, denn das kann Erinnerungen aus der Kindheit erwecken und es ist egal ob die Nachbarn das auch machen oder nicht.	0
Über Ihre schneller Antwort freue ich mich sehr Mit freudlichen Grußen,  Maria Müller	1
Liebe Größe Julia	2
Sollst du Wasser und Bikini mitbringen.	4
Wir arbeiten viel und haben nicht so viel Zeit.	2
Ich wünsche sich aus Istambul ein typische Suwenier.	2
Es gibt solche Volksgruppe, die Ihre Kultur bis Heute pflegen.	0
Ich freue mich schon, dass wir bald uns sehen.	2
Ja ich denke ja, Morgen wie fahren zu Schwimmen um zwanzig minuten nach sieben.	4
Also das heißt für mich sich integrieren.	0
Demzufolge ist der Erkenntnisgewin bei so einem informellen Fachgespräch dann schon viel höher als während der offiziellen Diskussion im Anschluss an einer Präsentation.	0
                                            Stadt X, 28.02.2012 Liebe Dana, ich antworte dir jetz sofort.	2
Mit freundlichen Grüßen Julia Schmidt	1
Der humanitäre Verein hilft die benachteiligte Leute, der vietnamesische Verein organisiert die Hauptfeste, die in Heimatland attraktive Aktivitäten beinhaltet.	0
Die meisten Wohnungen sind in Blockhäsern, die nicht höher als vier Stocke sind.	0
Vielen Dank Katharina.	3
Es kommt natürlich darauf an, ob man Kinder hat, ob man in der Nähe vom Kneipen und Restaurands oder lieber in der Nähe vom Arbeitsplatz wohnen mochte, ob man mieten oder kaufen möchte, u.s.w.	0
Ich bin nach Deutschland gegangen, weil ich meine Sprachkenntnisse komplettieren möchte.	1
und ging im Juni 2011 nach Deutschland Wie grosse war mein Entäuschung als ich ankam, niemand war am Bahnhof mir abzuholen, wie es versprochen war.	1
Januar 2011 bis zum 30.	1
Ich Dank Ihnen für deine hilfe.	4
Darüber hinaus waren die Kinder sehr unhöflich mit mir und schrien sie immer.	1
Wie viele kg ist geboren?	4
Ein Mensch kann nie wissen, wo er wann landen wird.	0
Aber es kommt langsam, und ich bin schon sehr dankbar für die Freundinnen, dass ich hier habe!	2
Wohnungsschimmel kann zu verschiedenen Krankheiten führen.	0
Es tut mir leid, aber ich muss schon endet.	2
(22.02.2012).	3
Wenn wir schon im Ausland sind, können wir auch die Sehenswürdigkeiten des fremden Landes besichtigen.	0
mit Badewanne, der Balkon und GroBe Kühe.	3
Hast du Lust?	4
Aber, naturlich, Zeit für Spass ist auch wichtig.	1
Wir haben in einen Restaurant gegangen, etwas gegessen und später haben wir in einen Disco gegangen.	2
Also habe ich auch viel Lernen nach der Arbeit.	2
mich kurz termine an.	4
Ich habe das gehört in Istanbul schöne Kleider sind.	2
Gemeinsam in Theater oder ins Kino gehen.	2
Juli.	1
Viele Grüße deine freudin Maria	4
Die Kindern waren nicht in Deutschland, deswegen sollte ich auf die Eltern aufpassen, die funfzig Jahre alt sind.	1
Viele Grüße Michael Müller	4
Ich komme aus Land X und wohne momentan in der Schweiz.	1
Was ist die Babys name?	4
Ich habe kein Problem mehr als 8 Stunden zu arbeiten und ich habe auch der Führerschein.	1
Vielen Dank Viele Gruße Katharina	2
Die Schüler lernen in meinem Heimatland in der Schule Englisch und Deutsch zusammen.	0
wenn du die Zeit hättest, ich gebe der Karte für dich am Abend,  deiner Michael  Michael	3
und die Kinder lasst mich nicht sich kümmern.	1
Man soll auch die Traditionen, die Speisen, wichtige Feste und die Religion des Gastlandes kennenlernen.	0
Wir können in ein Shiff fahren von Stadt X bis Stadt Y und am ende, können wir in eine Restaurant für Abendessen.	2
Meiner Meinung nach ist es wichtig die Traditionen des Heimatlandes nicht vergessen, aber die Kultur und die Traditionen des neuen Landes kennen zu lernen.	0
Wie du weißt, ich kann nicht so gut kochen.	2
Weißt du, ich habe eine neue Arbeit gefunden!	2
Deshalb muss ich ein neue Wonung in Neuburg finden.	4
Alles ist in ordnung, ich habe 4 Monate in der Krankenhaus gearbeitet.	2
                                                 12.02.2012 Liebe Katharina,           wie geht es dir?	3
Es gibt auf ville möglichkeiten Wohnunghäsen in die Dorfen neben Stadt X zu kaufen.	0
Ich Interessiere mich auch in meinen Rechte und Pflichten.	1
Wenn man sich in die deutsche Sprache vertieft, sich mit ihrer Linguistik und Literatur auseinandersetzt, wird man eine Sprache voller Logik, Gefühl und Leidenschaft finden.	0
Es spielt eine große Rolle, besonders in der Hauptstadt von Thailand, Bangkok.	0
WIE LANG DAUERT die GANZE POWEREITUNG mit -unreadable- WO ICH SOLLTE MICH MELDEN WEGEN ARBEITSGENEHMIGUNG (in mein Heimatsland oder in Deutschland) Ich wolte wisen, welche Sprache wird in der Familie geschprochen.	1
Folglich finde ich dort auch die Geborgenheit.	0
Aus den angegebenen Gründe möchte ich Sie bitten mir eine Zahlung von 1200€ zurückzuerstatten.	1
Er hatt vielleich ein wohnung Frei in Gebäude.	4
An erster Stelle könnten Sie mir erklären, welche Zeugnisse für meinen Aufenthalt notwendig sind.	1
Letztes Jahr habe ich Deutsch gelernt.	1
Ich gehe im 14 Uhr.	4
In meinem Land haben wir viel Traditionen zB.	0
Ich wohne in Stadt X, dort gibt es an alle Sommer Blumenfest.	0
Wenn man die Wert auf tradition nicht Liegt und vergisst sogar die Eigene Muttersprache und wenn man in Heimat reist, ist man dort Fremd.	0
Ich brauche zwar nichts aus Istanbul, aber du kannst mir doch eine Ansichtskarte schicken.	2
Um 14.00 Uhr gehen.	4
Ich möchte gern Teinehmen.	1
Ich warte auf ihre baldige Antwort.	3
Dann füllte er sich mit Katze langweilig und kaufte den Hund.	2
24.02.2002.	2
Tut mir leid.	2
Es tut mir leid, ich habe keine Zeit, aber morgen am wie gehen ins Kino Ich möchte mit meine freunden morgen in der scwimen gehen, aber du hast Zeit von morgen um sieben Uhr zusammen gehen ins Schwimmen?	4
Erstesmal muss man die Gesichte und die Religion vom Ausland erkennen, danach die Wirtschaft und die heutige Regierung kommen wird.	0
Ich lasse den Schlüssel des Zimmers auf dem Tisch im Garten bleiben.	3
Ich hoffe du in ordnung Sein.	3
Ich denke, dass es besser wäre, wenn Sie noch warten.	0
Die Film über Martin Luter hat mir viel von Religionsgeschichte erzählt.	0
Brauchst du etwas hilfe?	4
Ich denke es ist sehr wichtig in Jede Person.	0
Ich habe gehört - ihre name ist Maria.	4
Je mehr Zeit möchten verbringen werden desto nötiger ist die Integration.	0
Ich heiße Maria, 19 Jahre alt und ich wohne in England (Stadt X).	1
Ich hoffe, dass diese Praktikum ein guter Anfang zu meiner Karriere sein.	1
Ich vermisse euch sehr.	2
                         Stadt X den 12.3.2012                          Bahnhofsstraße 12                          12345 Liebe Dana ich freue mich, dass deine E-mail ankommen.	2
Velleicht du kannst mir zum Geburtstag eine Katze schenken :) Das würde mich sehr freuen.	2
Wie du weist schon, ich feiere keine Geburtstage, also musst du um einen Geschenk nicht kümmern.	2
Jede Familie braucht genug Platz für alle famielien Mitglieger Die Familie kann entweder ein eigenes Haus bauen oder einen Wohnung kaufen oder mieten.	0
53119 Bonn Bewerbung um eine Praktikumstelle Sehr geehrte Damen und Herren, ich kenne Ihr Unternehmen als Kundin, daher möchte ich mich bei Ihnen als Praktikantin bewerben Wie Sie aus meinem Lebenslauf entnehmen können, besuche ich zur Zeit einen einjähriges Kurs.	1
Ich freue mich sehr auf Ihre Antwort.	1
mit den Gruß, deine Freundin Julia	4
Antworte mir bald!	2
Ich möchte gerne zwei Zimmer Wochnung haben, am besten ins Zentrum.	4
Ich fahre am Sonntag in Stadt X. Konnen Sie zwei Tage um meine Katze kummern?	3
Brauche ich eine Krankenversicherung aus Rumänien?	1
Im Sommer habe ich viel Zeit.	2
Kannst du bitte mir helfen?	4
Aber in nächste monat können wir uns treffen.	2
Stefan	3
"Es kann sein, dass Deutsch nicht „nützlicher"" als Englisch ist."	0
Überlegt es euch und sag mir Bescheid, wenn es geht.	2
Für die Familien gibt es Gelegenheit eine Wohnung oder ein Haus mieten oder kaufen.	0
Ich glaube wir können Tickets kaufen von 20 März bis 30.	4
Das betrifft Gewohnheiten in der Benehmigung, in Lebenssituationen, im Essen, in der Kleidung und so weiter.	0
Bitte ruf mich an wenn Ihr ein andere Familie gefindet hat.	1
"April 2011  Betreff: Ihre Anziege „Internationale Au-pair Vermittlung"" Sehr geehrte Dammen und Herren, Ich schreibe über Ihre Anziege in SZ."	1
Ist es wichtig von Anfang an die Deutschesprache zu beherschen?	1
Als ich Ihre Anzeige in der Zeitung gelesen habe, erwartete ich etwas ganz anders.	1
Wißt du, ich habe ein Hund.	3
Hast du zeit am Samstag.	3
Was ist auch noch wichtig, dass man im Nachbarnländer sowie im Urlaub mich verstehen kann.	0
Alles im allem war ich denn sehr unzufrieden.	1
Aber ich finde es wichtig, dass die Personen ihre Traditionen nicht lassen müssen aber ich finde auch gut, wenn eine Person in ander Land geht, dann die Traditionen von diesem Land Respektiere sowie übungen.	0
Ich möchte gern dich nach deiner Rückkehr mal besuchen.	2
Letztes Wochenende haben wir eine Urlaub nach Stadt Y gemacht, und haben wir uns sehr gefreut.	2
Auch um eine Arbeitstelle zu finden ist unmöglich ohne Sprachkenntnisse.	0
"Dieser Amt heißt ""Ein Haus, ein Leben„ und befindet sich in Winkelsweg 19."	0
Das heisst, auch wenn man in einem deutschsprachigen Land nicht wohnt, lohnt es sich, Deutsch zu können.	0
Warum ist dann die Nachfrage um Deutschsprache zu lernen so groß?	0
Mit freundlichen Grüssen  Maria Winkelmann	1
Ich habe schon alles Vorbereit, du weist doch er ist sehr Freundlich und braf.	3
Hat man Zeit für Reisen?	1
Herzliche Grüße Stefan	2
Wenn haben Sie Lust, können Sie uns besuchen.	2
In Ihrer Anzeige haben Sie Betreuung und Beratung versprochen.	1
Wir haben Keine richtige Weihnachten, weil wir eine regelmäßige Temperatur von 20 Grad das ganze Jahr haben, also bin ich am Strand im Winter.	0
Kannst du mir helfen?	3
Bis bald.	2
Über eine positive Antwort von Ihnen, würde ich mich sehr freuen.	1
Für mich ist einfach eine lateinische Sprache wie Spanisch, oder Italienisch zu verstehen.	0
Auch in vielen alten Wohnungen sind Solar-Anlagen angebaut.	0
Habe Sie ein Programm dafür oder können wir das selbst organisieren?	1
Schulusendlich kann ich mich in arbeitzplatz ausdrucken, zu Artz termine kann ich selbst gehen zwar müheloss, die gezetsliche Formalitäten bei den Behörden kann ich müheloss erledigen.	0
Mit der hohe Sicherheit kann ich sagen, dass der Wohnungsmarkt hier zimlich groß und viele Möglichkeiten für Interessenten zu Verfügung stellt.	0
Lieber Jens, Herzliche Glückwünsche.	4
natürlich, Wenn du Siet hast, der Wohnung muss 60 km ungefär sein, Wenn du was findest ruf mich bitte an.	4
Gerade deswegen versuchen die älteren Mänschen, die Traditionen entweder ihres Volkes oder ihrer Nation den jüngeren weiterzugeben.	0
Bitte ruf mich an.	4
Viele Grüße,  dein Katharina	3
Aber wenn man in einer anderen Kultur mit unterschiedlichen Traditionen sich anpassen muss, dann gibt es Konflikt zwischen unseren Werten und es lösst sich nicht so einfach auf.	0
Mir geht es gut.	3
Wichtig ist, das sie eine Zuhause finden.	0
Ich meine, wenn man sich sein Leben in einem fremden Land vorstellt und dort bleiben möchte, ist es seine Pflicht, sich ander Kultur des jeweiligen Landes orientieren.	0
Am näschte Wochenede möchte ich bie dir komme.	2
Ich glaube Hobby als Arbeiten man viel Spaß haben kann.	2
Man muss nicht nur darauf achten, wie viele Menschen die Sprache sprechen, sondern auch welche positive Vorteile das Sprache Sprechen bringt.	0
Vielliecht wir können eine Party machen!	2
Außerdem gibt es zahlreiche verschiedenen Mobilien, die um Suche der Wohnung oder des Hauses helfen.	0
Das ist toll, dass du deine Prüfung bestanden hast!	2
Damit kann man effeketive und erfolgreiche Kontakt haben.	0
Stadt X, 18.07.2011.	1
                       Stadt X, den 5.03.2012 Lieber Dana, Ich freue mich, daß ich deinen Brief bekommen habe.	2
Meine Sohn wollte eine Katze habe.	2
Im Hof haben wir Kaninchen und Hüner.	2
Zusammenfassend kann man feststellen, dass dies wird eine schwierige aber gangbare Lösung.	0
Natürlich sind die Wohnungen in den alten Häusern billiger, weil die meinsten nicht sehr groß sind.	0
Michael Meier Bahnhofsstraße 12 12345 Stadt X   AU-PAIR-AGENTUR SCHULTZ & PARTNER Regenstr.	1
Und am Dienstag will ich ihre Wohnung gehen züruck.	3
Ich möchte perfekt Deutsche sprechen.	2
Fahren mit dem PKW oder Bus ist keine kluge Sache!	0
101 90451 Nürnberg                                Nürnberg, 9.07.2011 Sehr geehrte Damen und Herren, ich habe ein Vierteljahr bei meinen Gastfamilie in Nürnberg verbracht.	1
Vielen Dank für deine hilfe.	4
Darüber hinaus war die Tochter von meiner Gastfamilie sehr schüchtern, deshalb habe ich nicht viel mit ihr gesprochen.	1
Aus diesen Gründen werden wohngemeinschaft Möglichkeiten leichter.	0
Zum Beispiel: in Ungarn ist popular die Fischsuppe oder die Kleidungen der Makó.	0
Viele Grüßen!	3
Die bedeutende Philosophen, Schriftsteller, Komponisten und Wissenschaftler sind Deutschen.	0
Mir wurde auch versprochen, dass ich Deutschkur besuchen kann.	1
Nach der Schule habe ich in meiner Heimat Fremdsprachen an Pädagogischen Institut von Stadt Y studiert.	1
Meine Famiele geht es gut.	2
Gestern war ich krank.	4
Das Praktikum bei Ihnen könnte mir die Möglichkeit geben, die wertvolle Erfahrungen zu sammeln und meine Befufsfähigkeiten zu erhöhen.	1
So, Ich brauche eine Wohnung dar.	4
Ich bin sehr grunglich: zuferlesig und puntlich.	1
Andereseits ist es wenn Wohnung vermietet.	0
Liebe Grüße Frienden, Tobias	4
Die Hauptargumente für Deutschlernen ist ein wertvolles kulturelles Schätz, wie zum Beispiel die Gedichte und Erzählungen von Goethe und Schiller.	0
Anderfall für den Alleinstenden, gibt es Viele Möglichkeiten.	0
Es gibt hier viele kleine Wohnung.	0
Viellecht möcht ich eine Ausbildung als Deutschreiseleiterin machen.	2
Viele fremden Sprachen zu sprechen ist ein Reichtum.	0
Ich habe mich sehr gefreut.	2
Bei der Französischen Revolution sind viele Worte in das Deutsche Vokabulair eingeschlichen.	0
Ist es ein Mätchen oder einen Junge?	4
Schön Tag noch.	4
Meine Wünsche dieses Jahr sind mein Deutsch zu verbessern, und mehr echte Freundinnen zu finden.	2
Es gibt viele Faktoren, an die man denken muss.	0
Ich möchte dich etwas sagen!	2
Ich konnte nicht viel erfinden, was ich vorher erwartet habe.	1
Auch Erwachsene können sich jedoch gut unterhalten, denn Vereine sind hier überall Verbraitet, und besonders Einzelpersonen können hier viele Kontakte knüpfen und, wenn jemand Glück hat, vielleicht auch die Leibe finden.	0
Mein Mann kommt immer spät nach Hause, deshalb muss ich zu Hause alles sebst machen.	2
Mit besten Wünschen  Maria Meier	0
Sie können ein Privat Haus miten mit zwei oder drei Stock, oder in der Stadt eine Apartment wohnung mieten.	0
Wiviel Stunden in der Woche müssen die Kinder betreut werden?	1
Am Silvester waren wir zur zweit - ich und Stefan.	2
In so einem liberalischen Staat wie Deutschland, wo die Einwanderer die Möglichkeit habe in Freiheit zu leben, sollten die Minderheiten zeigen, dass auch sie die Wille haben integriert zu werden.	0
Friedrich und ich haben auch ein tolle Silvesternacht gehabt.	2
Bitte, Bitte Am Sonntag will ich neben ihre Wohnung gehen.	3
"Ich hab mit grossem Interesse auf einem Internetforum das Thema ""Ist es sinnvoll auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich and der Kultur des Gastlandes orientieren?"""	0
Ich glaube, dass nächste Woche wir Treffen könnten.	2
Ich gerne etwas aus Istanbul, vielleicht traditionale Essen?	2
                      Stadt X, 27.02.2012.	2
Und wen man die Traditionen eines Landes nicht weißt, kann aber diese Sachen nicht machen.	0
Tschuss  Deine Maria	4
Ist es alles gut?	4
"Diese Personen sind als ""Migranten"" bezeichnet."	0
Weil Ich  meines Studium beende, möchte ich diese Berufsabteilung benutzen.	1
In diesem Bezirk gibt´s viele moderne, grüne Spielplätze, Parks und alles für die Aktivität.	0
Das Thema „Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren?“ finde ich sehr interessant.	0
Wir kann nicht mein  Hund mitnehmen, weil unsere Freundin im Stadt X sehr kleine Wohnung hat.	3
Ich hatte für Gross familie gearbeitet, aber in Ihren Anzeige war andres, es enttäsch mich sehr.	1
Ich möchte dich informieren, dass ich eine neue Arbeit gefunden habe.	4
Deshalb in diese Zeit, wollten wir Urlaub machen.	2
Liebe meinen zukünftigen Kollegen ich habe deinen Stand gehört und ich möchte dir helfen.	0
Küsst du für mich deine Kinder.	4
Meine kenianische Tradition praktiziere ich weiter und dass hilf mir.	0
Wenn es möglich.	1
Vorallem, wenn man ein Familie hat oder einen planen will und auch länger in Stadt X bleiben will.	0
Für Familien ist das auf der anderen Seite viel wichtiger.	0
                                       Stadt X, 9.	2
Ich warte auf antworte!	4
Meiner Meinung nach ist es sehr wichtig Deutsch zu lernen, wenn man in einem deutschsprechenden Land lebt, wenn man mit deutschsprechenden Personen arbeitet, oder viel reist.	0
Firma X, Firma Y u.a., bei denen eine Wohnung mieten kann.	0
Meine Familie geht es auch ganz gut.	2
Ich möchte gerne meine Meinung dazu schreiben.	0
Ich wünsche mir zum Geburtstag eine Katze haben.	2
die Englischen Kultur ist sehr dominant und, wenn man alein mit seiner Kultur ist, ist unmöglich oder sehr schwer die Traditionen seines Heimatlands fortzusetzen.	0
Du kannst uns besuchen und wir knnen zusammen ins Türkisch Restaurant gehen.	2
Oft in diese freie Raum stehen einfach ausgestattet Spielplätze, die trotz ihre Einfachheit laden die verschiedenen Generationen miteinander zum Austausch.	0
In Thailand gibt es viele Wohnungen und Häuser, wo man kaufen kann.	0
Ich wünsche allem viel Spaß und Erfolg bei der Suche.	0
Wenn das ist moglisch für dir ruft du mir an.	3
Zum Beispiel in eigenen Familienkreis die Feiertagen der nationalen Kultur feiern.	0
Kannst du am 24 März meinen Hund mit nehmen.	3
Meine Situation mit meiner Familie war eine Katastrophe.	1
Ich bin zufriden mit meinem Job jetzt.	2
Meiner Familie und mich geht gut.	2
Maria Schmidt Zentralplatz 1 1234 Stadt X Computer Spezialist Obenwaldstr.	1
Die Wohnung muss 80 m² große sein, weil ich mit meinem Freund wohnen will.	4
Ich trainiere jeden Tag wir haben nur sechs Spielen noch.	2
Ihnen in einem Persönlich Gespräch, weitere Information über mich geben zu können.	1
Viele Grüße Eva	4
mit freundlichen Grüßen.	1
Ziemlich viele Leute möchten bei einer Multinationallefirma arbeiten.	0
Ich muss eine wohnung Mieten.	4
Also für alle Lebensbereiche war es für mich wichtig, Deutsch zu beherrschen.	0
Schreib mir wieder, ich bin sehr gespannt auf deine Brief.	2
Ich glaube sollt man sich nicht an der Kultur des Gastlandes orientieren.	0
